Programme...:	MICH
Date........:	   202020-02-
Heure.......:	     5 11:15:
Colonnes....:	            3
Lignes......:	          788
D�calage....:	           17
Commentaires:	
P.abs.i.(mp):	 1.6083700E+5	P.cal.i.(�m):	 9.9218750E-2	V_min___(mV):	 1.9125550E+6	
P.abs.f.(mp):	 1.6162400E+5	P.cal.f.(�m):	 7.8184375E+1	V_max___(mV):	 1.0503175E+5	
Nbre_de_pts_:	 7.8800000E+2	D�lai___(ms):	 8.0000000E+1	Calibration_:	 1.0000000E+0	
Source......:	laser He-ne	
Filtre......:	g	
D�tecteur...:	g	
�ch._du_pico:	q
Temps___(ms):	Pos.cal.(�m):	Tension_(mV):	
 1.0188583E+7	 3.3238281E+1	 2.1983391E+2	
 1.0188666E+7	 3.3337500E+1	 2.0273571E+2	
 1.0188748E+7	 3.3436719E+1	 1.1724475E+2	
 1.0188828E+7	 3.3535937E+1	 1.1235955E+2	
 1.0188908E+7	 3.3635156E+1	 1.3434294E+2	
 1.0188989E+7	 3.3734375E+1	 1.8075232E+2	
 1.0189076E+7	 3.3833594E+1	 2.8822666E+2	
 1.0189156E+7	 3.3932812E+1	 3.8593063E+2	
 1.0189236E+7	 3.4032031E+1	 5.4225695E+2	
 1.0189316E+7	 3.4131250E+1	 6.6927212E+2	
 1.0189401E+7	 3.4230469E+1	 8.5002440E+2	
 1.0189483E+7	 3.4329687E+1	 1.0552027E+3	
 1.0189565E+7	 3.4428906E+1	 1.1553493E+3	
 1.0189648E+7	 3.4528125E+1	 1.1871030E+3	
 1.0189732E+7	 3.4627344E+1	 1.3336591E+3	
 1.0189816E+7	 3.4726562E+1	 1.4582316E+3	
 1.0189897E+7	 3.4825781E+1	 1.5974597E+3	
 1.0189980E+7	 3.4925000E+1	 1.6511968E+3	
 1.0190062E+7	 3.5024219E+1	 1.7635565E+3	
 1.0190142E+7	 3.5123438E+1	 1.8319492E+3	
 1.0190222E+7	 3.5222656E+1	 1.8637030E+3	
 1.0190302E+7	 3.5321875E+1	 1.8637030E+3	
 1.0190383E+7	 3.5421094E+1	 1.8172936E+3	
 1.0190463E+7	 3.5520312E+1	 1.7708843E+3	
 1.0190546E+7	 3.5619531E+1	 1.6658524E+3	
 1.0190628E+7	 3.5718750E+1	 1.4215926E+3	
 1.0190710E+7	 3.5817969E+1	 1.2139716E+3	
 1.0190793E+7	 3.5917187E+1	 9.4040060E+2	
 1.0190876E+7	 3.6016406E+1	 7.3522228E+2	
 1.0190959E+7	 3.6115625E+1	 5.4714215E+2	
 1.0191039E+7	 3.6214844E+1	 3.7616023E+2	
 1.0191125E+7	 3.6314062E+1	 1.5388373E+2	
 1.0191205E+7	 3.6413281E+1	 1.0991696E+2	
 1.0191286E+7	 3.6512500E+1	 1.1724475E+2	
 1.0191367E+7	 3.6611719E+1	 1.5632634E+2	
 1.0191454E+7	 3.6710937E+1	 1.9052272E+2	
 1.0191541E+7	 3.6810156E+1	 2.9799706E+2	
 1.0191624E+7	 3.6909375E+1	 3.8104543E+2	
 1.0191704E+7	 3.7008594E+1	 5.3981435E+2	
 1.0191789E+7	 3.7107813E+1	 7.0346850E+2	
